stock name,price,board,volume,buy_volume,sell_volume,date,time,Period End 1,Revenue 1,P&L 1,EPS 1,Period End 2,Revenue 2,P&L 2,EPS 2,Period End 3,Revenue 3,P&L 3,EPS 3,Period End 4,Revenue 4,P&L 4,EPS 4,Financial Date,Sales,Ebitda,Ebit,Net Profit,Intangibles,Fixed Asset,Long Term Investment,Inventories,Cash,Current Liabilites,Long_debt,Provisions,Minorities,Total Shareholder Equity,Operating Margin,Return on Equity Capital,Net Profit Margin,Current Ratio,Debt to Capital at book 
GFM SERVICES BERHAD,0.500,Ace,"26,293","0.495 / 5,268",0.500 / 547,29 Mar 2019,7:12 PM,31 Dec 2018,"33,802","1,692",0.38,30 Sep 2018,"28,193","2,262",0.52,30 Jun 2018,"29,180",845,0.20,31 Dec 2017,"29,439","3,582",0.84,31 Dec 2017,"104,369",-,-,"9,943","28,066","17,208",521,0,"28,302","18,853","12,631",0,0,"64,911",15,-,9.53,3.03,-
GENTINGC61: CW GENTING BERHAD (AM),0.075,Warr,"9,224","0.010 / 4,000",0.095 / 100,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFM SERVICES BERHAD - WARRANTS C 2019/2022,0.200,Ace,"38,421","0.195 / 2,948","0.200 / 3,364",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Aug 2013,392,"-5,940","-6,521","-6,521",0,"1,577",475,0,26,"7,135",0,0,0,"-4,967",-1663.52,468.29,-1663.52,0.02,0
GHL SYSTEMS BHD,1.700,Main,"3,614","1.700 / 6,404",1.730 / 68,29 Mar 2019,7:12 PM,31 Dec 2018,"80,470","7,118",0.96,30 Sep 2018,"87,424","6,322",0.86,30 Jun 2018,"67,724","5,273",0.72,31 Mar 2018,"59,751","5,871",0.89,31 Dec 2017,"253,681",-,-,"20,451","107,559","64,810","8,181","63,524","107,500","132,909","15,513",0,0,"274,324",10.77,-,8.06,1.84,-
GENTINGC57: CW GENTING BERHAD (MACQ),0.055,Warr,"25,880","0.045 / 1,500","0.070 / 3,660",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEORGE KENT (M) BHD,1.140,Main,"41,198","1.140 / 1,405",1.150 / 294,29 Mar 2019,7:12 PM,31 Jan 2019,"114,503","18,249",3.30,31 Oct 2018,"103,550","20,554",3.70,31 Jul 2018,"112,933","24,580",4.40,30 Apr 2018,"99,762","21,535",3.80,31 Jan 2018,"616,994",-,-,"124,402","5,866","129,005","43,442","47,708","510,612","471,719",0,0,0,"475,783",26.37,-,20.16,,-
GLOBALTEC FORMATION BERHAD,0.465,Main,"1,628",0.455 / 150,0.465 / 300,29 Mar 2019,7:12 PM,31 Dec 2018,"60,673","1,944",0.99,30 Sep 2018,"54,643",571,0.02,30 Jun 2018,"41,639",-191,-0.01,31 Dec 2017,"59,942","-37,471",-0.37,30 Jun 2018,"205,068",-,-,"-20,356","28,381","209,177","3,534","26,486","55,389","44,146","9,018",0,0,"309,214",-18.08,-,-9.93,2.87,-
GLOBALTEC FORMATION BERHAD - WARRANTS 2018/2021,0.065,Main,186,0.055 / 714,0.065 / 282,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,30 Jun 2013,"387,875","41,748","-7,942","-20,698","106,595","209,455","7,179","52,475","38,212","101,199","31,681",0,0,"404,503",-2.59,-5.09,-5.34,1.78,0.12
GROMUTUAL BHD,0.275,Main,0,0.275 / 100,0.295 / 68,29 Mar 2019,7:12 PM,31 Dec 2018,"12,283",-102,-0.03,30 Sep 2018,"12,826","2,426",0.65,30 Sep 2018,"12,826","2,426",0.65,30 Jun 2018,"16,821","3,026",0.81,31 Dec 2017,"65,850",-,-,"19,860",0,"4,944",0,"92,010","35,747","71,889","13,599",0,0,"345,492",39.97,-,30.16,2.01,-
GENM-C49: CW GENTING MALAYSIA BERHAD (MACQ),0.160,Warr,900,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"8,327,500","2,335,300","1,754,400","1,603,000","4,386,500","6,088,300","1,769,800","87,600","3,720,000","2,040,200","1,482,600","144,600",0,"15,477,600",21.84,11.2,19.25,2.66,0.09
GLOMAC BHD,0.370,Main,"1,329",0.365 / 300,0.370 / 650,29 Mar 2019,7:12 PM,31 Jan 2019,"79,032","2,022",0.18,31 Oct 2018,"55,764",852,0.13,31 Jul 2018,"57,606","1,215",0.13,30 Apr 2018,"92,163","25,520",2.92,30 Apr 2018,"405,927",-,-,"31,293",395,"50,830","34,753","206,033","176,074","481,398","300,327",0,0,"1,132,391",19.49,-,7.71,1.36,-
GLOBAL ORIENTAL BERHAD,0.185,Main,720,"0.180 / 1,292",0.185 / 473,29 Mar 2019,7:12 PM,31 Dec 2018,"41,925","-19,982",-4.35,30 Sep 2018,"34,409","-9,495",-2.05,30 Jun 2018,"27,855","-8,645",-1.86,31 Mar 2018,"36,859","-69,422",-14.84,31 Mar 2018,"94,990",-,-,"-93,433","23,587","5,813",0,"371,019","95,640","418,503","133,291",0,0,"372,613",-78.35,-,-98.36,2,-
TRADEPLUS SHARIAH GOLD TRACKER,1.735,Etf,"1,228",1.720 / 51,1.745 / 300,29 Mar 2019,7:12 PM,31 Dec 2018,"3,278","3,150",0.13,30 Sep 2018,"-2,271","-2,417",-0.10,30 Jun 2018,"-2,372","-2,462",-0.10,31 Mar 2018,670,554,0.03,,,,,,,,,,,,,,,,,,,,
GLOBAL ORIENTAL BERHAD-WA 2014/2019,0.005,Main,0,0.000 / 0,"0.010 / 3,670",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"352,102","57,414","54,416","39,040",0,"17,296",922,"399,361","63,383","327,935","115,512",0,0,"291,514",16.09,14.35,11.09,1.92,0.26
GREEN OCEAN CORPORATION BHD- WARRANTS A 14/19,0.005,Ace,0,0.000 / 0,"0.005 / 14,111",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"15,188","-3,307","-5,180","-5,486",0,"22,035",0,"1,837",192,"9,646",0,0,0,"14,288",-34.04,-38.81,-36.12,0.34,0.06
GOLDEN LAND BERHAD,0.425,Main,0,0.370 / 120,0.425 / 500,29 Mar 2019,7:12 PM,31 Dec 2018,"3,391","-4,044",-1.83,30 Sep 2018,145,"-3,499",-1.46,30 Jun 2018,646,"-14,240",-4.60,31 Dec 2017,"1,250","4,952",2.61,30 Jun 2018,"5,736",-,-,"-14,951","27,440","62,077",0,"93,065","105,675","26,945",0,432,0,"448,426",-343.58,-,-260.65,8.41,-
GENM-C53: CW GENTING MALAYSIA BERHAD (AM),0.105,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"8,327,500","2,335,300","1,754,400","1,603,000","4,386,500","6,088,300","1,769,800","87,600","3,720,000","2,040,200","1,482,600","144,600",0,"15,477,600",21.84,11.2,19.25,2.66,0.09
GPA HOLDINGS BHD,0.105,Main,"4,575",0.105 / 780,"0.110 / 1,800",29 Mar 2019,7:12 PM,31 Dec 2018,"9,458",424,0.04,30 Sep 2018,"11,639",112,0.01,30 Jun 2018,"12,074",211,0.01,31 Mar 2018,"14,030",-405,-0.02,31 Mar 2018,"67,406",-,-,"-1,281",0,"31,354",0,"6,124","52,184","13,105",0,0,0,"112,333",-1.7,-,-1.9,6.28,-
GOPENG BHD,0.660,Main,0,0.680 / 12,0.700 / 15,29 Mar 2019,7:12 PM,31 Dec 2018,"1,789","-3,725",-1.39,30 Sep 2018,"2,042","5,246",1.95,30 Jun 2018,"1,566","-2,050",-1.14,31 Mar 2018,"2,058","1,070",0.01,31 Dec 2017,"15,509",-,-,"5,567","4,107","207,113",186,326,"11,415","1,984",0,180,0,"312,644",40.37,-,35.9,54.72,-
GPA HOLDINGS BERHAD - WARRANTS 2015/2025,0.030,Main,"8,250","0.030 / 56,771","0.035 / 41,512",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"150,898","-5,074","-8,306","-7,925",0,"33,188",0,"50,851","6,653","44,411",340,0,0,"97,971",-4.58,-7.77,-5.25,2.38,0.13
GHLSYS-CA: CW GHL SYSTEMS BERHAD (MIBB),0.105,Warr,500,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"64,031","10,833","2,394","5,263","4,219","32,807",0,"6,596","14,097","15,019",0,0,0,"56,111",5.37,10.81,8.22,2.36,0.01
GOLDEN PHAROS BHD,0.245,Main,290,0.245 / 10,0.250 / 649,29 Mar 2019,7:12 PM,31 Dec 2018,"21,593",-270,-0.20,30 Sep 2018,"18,844",427,0.32,30 Jun 2018,"17,786",-653,-0.48,31 Mar 2018,"15,894","1,010",0.74,31 Dec 2017,"65,643",-,-,516,0,"52,687","4,632","7,565","11,413","26,508",0,"8,906",0,"74,425",1.09,-,0.79,1.51,-
GSB GROUP BHD,0.190,Main,"2,763","0.185 / 3,953",0.190 / 589,29 Mar 2019,7:12 PM,31 Dec 2018,"10,424","-2,302",-0.42,30 Sep 2018,"18,107","-1,589",-0.30,31 Mar 2018,"15,159","1,633",0.31,31 Dec 2017,"14,425","1,699",0.32,31 Mar 2018,"36,568",-,-,"-2,607",0,"15,899",0,"71,223","3,714","92,849","47,191",0,0,"53,511",0.99,-,-7.13,1.27,-
GREEN OCEAN CORPORATION BERHAD,0.115,Ace,"2,700","0.105 / 2,005","0.115 / 1,650",29 Mar 2019,7:12 PM,31 Dec 2018,"122,359",592,0.20,30 Sep 2018,"79,423",801,0.28,30 Jun 2018,"70,278",829,0.29,31 Mar 2018,"10,055","-5,479",-2.01,31 Mar 2018,"154,672",-,-,"-7,511",0,"19,900",0,"10,074","2,499","17,008",0,0,0,"20,067",-4.62,-,-4.86,1.06,-
GREEN PACKET BHD,0.310,Main,"2,555",0.310 / 53,0.315 / 237,29 Mar 2019,7:12 PM,31 Dec 2018,"96,668","-28,488",-3.70,30 Sep 2018,"92,444","-13,974",-1.80,30 Jun 2018,"103,585","-11,208",-1.30,31 Mar 2018,"106,546","-7,802",-0.90,31 Dec 2017,"358,944",-,-,"-16,197","20,956","6,626","305,720","1,347","40,896","148,832","234,121",0,0,"169,482",0.07,-,-4.51,1.49,-
GREENYIELD BHD,0.125,Main,"3,970","0.125 / 3,113",0.130 / 541,29 Mar 2019,7:12 PM,31 Jan 2019,"9,533",196,0.06,31 Oct 2018,"8,726",760,0.23,31 Jul 2018,"10,760",-609,-0.18,30 Apr 2018,"11,409",318,0.09,31 Jul 2018,"42,523",-,-,-396,79,"32,559","18,184","9,031","5,608","6,430","15,356",0,0,"54,417",2.09,-,-0.93,4.24,-
GREEN PACKET BERHAD - WARRANTS B 2018/2023,0.080,Main,"1,009","0.075 / 1,800","0.080 / 2,291",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2012,"565,999","51,633","-84,330","-62,114","63,522","705,323",135,"46,049","56,203","401,525","371,395",0,0,"214,610",-14.37,-26.68,-10.97,0.62,0.41
GOODWAY INTEGRATED INDUSTRIES,0.205,Main,"2,430","0.205 / 2,200",0.215 / 400,29 Mar 2019,7:12 PM,31 Dec 2018,"13,321","-4,764",-4.28,30 Sep 2018,"20,704",-107,-0.09,30 Sep 2018,"20,704,338","-107,331",-0.09,30 Jun 2018,"45,830",746,0.68,30 Jun 2018,"198,555",-,-,"2,134",0,"70,716",0,"15,098","5,118","80,156","24,594",0,0,"44,596",3,-,1.07,1,-
G NEPTUNE BERHAD,0.050,Ace,"2,515","0.045 / 1,840",0.050 / 585,29 Mar 2019,7:12 PM,31 Dec 2018,0,-208,-0.07,30 Sep 2018,0,-394,-0.14,30 Jun 2018,0,-239,-0.08,31 Mar 2018,0,126,0.04,30 Jun 2018,0,-,-,-521,0,0,0,0,10,"3,106",0,0,0,"-3,051",-,-,-,0.02,-
GTRONIC-CS: CW GLOBETRONICS TECHNOLOGY BERHAD (MACQ),0.005,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"321,423","94,246","55,995","52,616",0,"87,315","11,102","14,053","147,297","63,929",0,0,0,"275,202",19.46,19.62,16.37,3.59,0.02
GLOBETRONICS TECHNOLOGY BHD,1.740,Main,"3,055",1.730 / 26,"1.740 / 3,550",29 Mar 2019,7:12 PM,31 Dec 2018,"82,239","21,984",3.29,30 Sep 2018,"87,704","23,604",3.54,30 Jun 2018,"71,527","9,341",1.40,31 Mar 2018,"86,486","15,188",5.32,31 Dec 2017,"304,558","81,665","54,081","51,147",0,"150,105","13,823","13,464","116,352","84,844","24,402",0,0,"281,345",18.44,18.75,16.79,2.65,0.13
GTRONIC-CR: CW GLOBETRONICS TECHNOLOGY BERHAD (MIBB),0.005,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"321,423","94,246","55,995","52,616",0,"87,315","11,102","14,053","147,297","63,929",0,0,0,"275,202",19.46,19.62,16.37,3.59,0.02
GRAND-FLO BERHAD,0.200,Main,0,"0.200 / 3,000","0.210 / 1,041",29 Mar 2019,7:12 PM,31 Dec 2018,"27,334","1,794",0.44,30 Sep 2018,"21,941","2,011",0.43,30 Jun 2018,"19,195","1,251",0.23,31 Mar 2018,"13,626",311,0.05,31 Dec 2017,"104,051","16,605","15,951","13,189","33,448","8,350","1,371","76,127","31,994","29,435","1,792",0,0,"160,416",15.68,8.44,12.68,5.05,0.03
GTRONIC-CT: CW GLOBETRONICS TECHNOLOGY BERHAD (KIBB),0.005,Warr,0,0.000 / 0,0.020 / 400,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"321,423","94,246","55,995","52,616",0,"87,315","11,102","14,053","147,297","63,929",0,0,0,"275,202",19.46,19.62,16.37,3.59,0.02
GUH HOLDINGS BHD,0.480,Main,163,0.480 / 79,0.500 / 72,29 Mar 2019,7:12 PM,31 Dec 2018,"81,007","-3,751",-1.37,30 Sep 2018,"96,598","1,660",0.61,30 Jun 2018,"88,013",866,0.32,31 Dec 2017,"89,904","-4,844",-1.77,31 Dec 2017,"356,060",-,-,"-1,744",0,"156,057","17,999","127,117","96,220","129,864","19,913",0,0,"517,572",1.76,-,-0.49,2.46,-
GTRONIC-CW: CW GLOBETRONICS TECHNOLOGY BERHAD (MACQ),0.040,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"321,423","94,246","55,995","52,616",0,"87,315","11,102","14,053","147,297","63,929",0,0,0,"275,202",19.46,19.62,16.37,3.59,0.02
GTRONIC-CV: CW GLOBETRONICS TECHNOLOGY BERHAD (RHB),0.065,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"321,423","94,246","55,995","52,616",0,"87,315","11,102","14,053","147,297","63,929",0,0,0,"275,202",19.46,19.62,16.37,3.59,0.02
GUNUNG CAPITAL BERHAD,0.290,Main,0,0.280 / 360,0.300 / 100,29 Mar 2019,7:12 PM,31 Dec 2018,"3,281","-3,864",-1.50,30 Sep 2018,"4,596",561,0.30,30 Jun 2018,"8,520",614,0.00,31 Mar 2018,"12,041","2,518",1.10,31 Dec 2017,"40,273",-,-,"-2,636","22,036","25,243","3,435",757,"49,793","3,203",677,0,0,"101,637",-2.03,-,-6.55,17.46,-
GUOCOLAND (MALAYSIA) BHD,0.750,Main,"1,900",0.730 / 486,0.750 / 69,29 Mar 2019,7:12 PM,31 Dec 2018,"110,416","-12,062",-1.90,30 Sep 2018,"77,766",32,-0.17,30 Jun 2018,"-21,132","-19,550",-3.06,31 Mar 2018,"35,831","86,725",8.31,30 Jun 2018,"309,305",-,-,"38,199","9,403","375,520","314,322","1,091,816","192,101","492,341","930,193",0,0,"1,490,374",42.54,-,12.35,2.84,-
HAI-O ENTERPRISE BHD,2.540,Main,"1,407",2.540 / 7,2.550 / 608,29 Mar 2019,7:12 PM,31 Jan 2019,"86,156","12,800",4.40,31 Oct 2018,"92,171","13,854",4.68,31 Jul 2018,"80,085","10,660",3.78,30 Apr 2018,"110,649","16,674",5.60,30 Apr 2018,"461,696",-,-,"72,255",85,"83,344","2,179","91,184","68,674","76,676",0,0,0,"318,923",20.92,-,15.65,3.28,-
HAIO-CG: CW HAI-O ENTERPRISE BERHAD (MACQ),0.075,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,30 Apr 2013,"267,932","63,165","61,032","47,153",85,"64,908","2,185","49,939","64,931","49,292","6,429",0,0,"250,657",24.13,19.97,17.6,3.95,0.04
GTRONIC-CU: CW GLOBETRONICS TECHNOLOGY BERHAD (RHB),0.030,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"321,423","94,246","55,995","52,616",0,"87,315","11,102","14,053","147,297","63,929",0,0,0,"275,202",19.46,19.62,16.37,3.59,0.02
HARBOUR-LINK GROUP BHD,0.705,Main,31,0.705 / 29,0.720 / 44,29 Mar 2019,7:12 PM,31 Dec 2018,"176,973","12,166",2.37,30 Sep 2018,"158,875","11,364",2.67,30 Jun 2018,"196,956","13,010",2.62,31 Dec 2017,"162,490","10,889",2.44,30 Jun 2018,"646,652",-,-,"35,910",0,"229,640","15,474","23,576","114,563","136,000","28,497",0,0,"431,967",9.97,-,5.55,2.39,-
HALEX HOLDINGS BERHAD,0.850,Main,"2,531",0.870 / 10,0.930 / 170,29 Mar 2019,7:12 PM,31 Dec 2018,"15,713","-6,315",-5.96,30 Sep 2018,"18,725",233,0.22,30 Jun 2018,"18,229","-3,238",-3.06,31 Dec 2017,"18,355","-6,213",-5.86,31 Dec 2017,"69,039","-3,211","-10,595","-11,893",0,"54,890",26,"17,483","26,069","22,650","25,929",0,0,"73,472",-14.91,-15.13,-17.23,2.88,0.31
HAP SENG CONSOLIDATED BHD,9.900,Main,"22,627",9.830 / 118,"9.900 / 2,919",29 Mar 2019,7:12 PM,31 Dec 2018,"1,425,945","163,997",6.28,30 Sep 2018,"1,762,910","205,750",7.66,30 Jun 2018,"1,529,458","653,437",25.88,31 Mar 2018,"1,528,206","163,678",6.20,31 Dec 2017,"5,288,733",-,-,"1,103,902","36,736","2,235,953","677,319","2,163,294","739,247","3,973,479","1,593,978","6,155",0,"6,416,454",29.15,-,20.87,1.35,-
HANDAL RESOURCES BERHAD,0.350,Main,577,0.350 / 10,0.360 / 277,29 Mar 2019,7:12 PM,31 Dec 2018,"15,190","-1,995",-1.18,30 Sep 2018,"11,508","-6,009",-2.77,30 Jun 2018,"14,981",-229,-0.62,31 Mar 2018,"14,107",-967,-0.60,31 Dec 2017,"63,637",-,-,"-2,430","8,680","29,294",0,"13,446","13,999","33,950",0,0,0,"96,319",2.94,-,-3.82,2.54,-
HARRISONS HOLDINGS (M) BHD,3.880,Main,0,3.800 / 194,3.880 / 88,29 Mar 2019,7:12 PM,31 Dec 2018,"403,179","2,466",3.17,30 Sep 2018,"430,981","8,348",12.19,30 Jun 2018,"388,768","6,063",8.85,31 Mar 2018,"430,479","5,887",8.60,31 Dec 2017,"1,550,954",-,-,"21,591",0,"41,342","27,954","178,624","94,817","356,866",0,0,0,"305,012",2.19,-,1.39,1.64,-
HARN LEN CORPORATION BHD,0.650,Main,0,0.650 / 383,0.680 / 45,29 Mar 2019,7:12 PM,31 Dec 2018,"51,838","-4,506",-2.14,30 Sep 2018,"52,002",556,0.10,30 Jun 2018,"35,362","-10,704",-5.95,30 Jun 2018,"35,362","-10,704",-5.95,31 Dec 2017,"324,978",-,-,"7,213","5,794","426,311",0,"9,893","4,914","152,609","47,670",897,0,"305,626",6.99,-,2.22,0.48,-
GUNUNG CAPITAL BHD-WB 10/20,0.040,Main,"1,430","0.040 / 1,381","0.045 / 1,000",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"79,921","40,546","20,917","13,862","21,541","61,068",16,711,"32,779","29,959",0,0,0,"93,100",26.39,17.69,17.34,1.47,0.17
HAPSENG-CX: CW HAP SENG CONSOLIDATED BERHAD (CIMB),0.030,Warr,0,0.000 / 0,0.040 / 100,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"3,486,747","551,411","881,545","588,257","36,736","1,047,228","1,427,720","1,101,371","632,660","2,214,740","942,177",0,0,"3,768,787",25.13,15.6,16.87,1.38,0.35
HARTA-C16: CW HARTALEGA HOLDINGS BERHAD (AM),0.005,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2013,"1,032,035","336,093","304,068","233,336","7,112","535,192",0,"86,833","181,897","122,408","4,488",0,0,"764,538",29.55,33.72,22.61,3.25,0.01
HARTA-C17: CW HARTALEGA HOLDINGS BERHAD (RHB),0.005,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2013,"1,032,035","336,093","304,068","233,336","7,112","535,192",0,"86,833","181,897","122,408","4,488",0,0,"764,538",29.55,33.72,22.61,3.25,0.01
HARTA-C15: CW HARTALEGA HOLDINGS BERHAD (MACQ),0.020,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2013,"1,032,035","336,093","304,068","233,336","7,112","535,192",0,"86,833","181,897","122,408","4,488",0,0,"764,538",29.55,33.72,22.61,3.25,0.01
HARTA-C11: CW HARTALEGA HOLDINGS BERHAD (CIMB),0.005,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2013,"1,032,035","336,093","304,068","233,336","7,112","535,192",0,"86,833","181,897","122,408","4,488",0,0,"764,538",29.55,33.72,22.61,3.25,0.01
HARTALEGA HOLDINGS BHD,4.630,Main,"114,262","4.630 / 2,333",4.650 / 662,29 Mar 2019,7:12 PM,31 Dec 2018,"723,393","119,335",3.60,30 Sep 2018,"714,244","120,381",3.62,30 Jun 2018,"706,353","125,088",3.77,31 Mar 2018,"616,841","116,899",3.53,31 Mar 2018,"2,405,638",-,-,"438,919","20,245","1,744,599",0,"291,274","156,561","413,552","122,273",0,0,"1,997,391",22.21,-,18.25,2.09,-
HARTA-C21: CW HARTALEGA HOLDINGS BERHAD (KIBB),0.060,Warr,"1,150",0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2013,"1,032,035","336,093","304,068","233,336","7,112","535,192",0,"86,833","181,897","122,408","4,488",0,0,"764,538",29.55,33.72,22.61,3.25,0.01
HARTA-C22: CW HARTALEGA HOLDINGS BERHAD (CIMB),0.050,Warr,600,"0.045 / 2,658","0.050 / 1,000",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2013,"1,032,035","336,093","304,068","233,336","7,112","535,192",0,"86,833","181,897","122,408","4,488",0,0,"764,538",29.55,33.72,22.61,3.25,0.01
HARTA-C23: CW HARTALEGA HOLDINGS BERHAD (MIBB),0.145,Warr,"8,000",0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2013,"1,032,035","336,093","304,068","233,336","7,112","535,192",0,"86,833","181,897","122,408","4,488",0,0,"764,538",29.55,33.72,22.61,3.25,0.01
HARTA-C20: CW HARTALEGA HOLDINGS BERHAD (MACQ),0.050,Warr,"15,200",0.040 / 150,0.120 / 440,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2013,"1,032,035","336,093","304,068","233,336","7,112","535,192",0,"86,833","181,897","122,408","4,488",0,0,"764,538",29.55,33.72,22.61,3.25,0.01
HCK CAPITAL GROUP BERHAD,1.250,Main,0,1.230 / 50,1.260 / 100,29 Mar 2019,7:12 PM,31 Dec 2018,"17,366","11,344",1.49,30 Sep 2018,"7,208","2,098",0.46,30 Jun 2018,"4,239","-2,188",-0.43,31 Mar 2018,"9,507",104,0.05,31 Dec 2017,"29,833",-,-,"5,095","5,029","38,792",11,"259,890","5,253","59,575","149,598",0,0,"203,822",56.48,-,17.08,4.97,-
HEKTAR REITS,1.140,Main,672,"1.130 / 1,333","1.140 / 2,562",29 Mar 2019,7:12 PM,31 Dec 2018,"33,881","2,631",0.57,30 Sep 2018,"33,419","9,550",2.07,30 Jun 2018,"33,848","10,271",2.22,31 Dec 2017,"33,441","12,083",2.62,31 Dec 2018,"135,107",-,-,"33,129",0,141,0,0,"13,335","68,983","548,072",0,0,"635,316",43.23,-,24.52,0.57,-
HCK CAPITAL GROUP BERHAD - WARRANTS,0.295,Main,0,0.240 / 100,"0.295 / 1,000",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"55,454","13,451","6,433","5,481",0,"20,112",0,"20,605","16,780","42,475",927,0,0,"65,487",12.26,9.38,9.88,1.49,0.04
HARTA-C19: CW HARTALEGA HOLDINGS BERHAD (RHB),0.055,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2013,"1,032,035","336,093","304,068","233,336","7,112","535,192",0,"86,833","181,897","122,408","4,488",0,0,"764,538",29.55,33.72,22.61,3.25,0.01
HARBOUR-LINK GROUP BERHAD-WARRANTS C 2016/2021,0.085,Main,0,0.070 / 439,0.140 / 80,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,30 Jun 2013,"422,708","68,268","25,032","5,093",105,"189,444","44,092","13,485","36,403","138,116","56,121",0,0,"216,702",6.02,2.1,1.2,1.44,0.36
HB GLOBAL LIMITED,0.115,Main,"3,274",0.115 / 26,"0.120 / 1,100",29 Mar 2019,7:12 PM,31 Dec 2018,"28,182","8,921",1.91,30 Sep 2018,"24,959",309,0.07,30 Sep 2018,"24,959",309,0.07,30 Jun 2018,"23,715","1,265",0.27,,,,,,,,,,,,,,,,,,,,
HARTA-C18: CW HARTALEGA HOLDINGS BERHAD (CIMB),0.005,Warr,0,0.000 / 0,"0.005 / 1,600",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2013,"1,032,035","336,093","304,068","233,336","7,112","535,192",0,"86,833","181,897","122,408","4,488",0,0,"764,538",29.55,33.72,22.61,3.25,0.01
HENGYUAN REFINING COMPANY BERHAD,5.830,Main,"1,287",5.820 / 5,5.830 / 63,29 Mar 2019,7:12 PM,31 Dec 2018,"2,513,364",-72,-0.02,30 Sep 2018,"2,067,137","-122,492",-40.83,30 Jun 2018,"3,599,952","66,598",22.20,31 Dec 2017,"3,092,105","183,553",61.18,31 Dec 2017,"11,583,467","1,143,849","938,161","929,759","38,433","736,834","1,632","1,109,945","512,907","695,412","1,125,905",0,0,"1,788,694",8.95,66.43,8.03,4.13,0.33
HENGYUAN-C2: CW HENGYUAN REFINING COMPANY BERHAD (MACQ),0.005,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"14,696,086","7,077","-140,951","-155,983",0,"1,667,822","2,172","1,386,826","41,009","1,706,489","1,236,120",0,0,"1,513,383",-1.29,-9.69,-1.06,1.6,0.63
HENGYUAN-C6: CW HENGYUAN REFINING COMPANY BERHAD (RHB),0.055,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"14,696,086","7,077","-140,951","-155,983",0,"1,667,822","2,172","1,386,826","41,009","1,706,489","1,236,120",0,0,"1,513,383",-1.29,-9.69,-1.06,1.6,0.63
